,Unnamed: 0,sentence,label
36,0,Smart but not particularly convincing.,Class5
37,1,me say the : of good movie enter,Class5
38,2,is 's a athletic American and movie It Dennis Quaid sports its heart terrific .,Class5
39,0,But this time there is mold on the gold.,Class5
40,1,and romantic,Class5
41,2,"that a story to tell of simple way , perhaps all simplest story a . , in a way Finds seems compelling and even original the",Class5
42,0,It might be one of those movies that barely made a mark on 2002's radar screen.,Class4
43,1,film mistake : asks to care about man whose apparent virtue that he is quite as as some of people his life,Class4
44,2,"Birthday amusing moments an Girl joy violent some with , surprisingly is ride .",Class4
45,0,"Ultimately, Tuck Everlasting falls victim to this eternal conundrum experienced by all humans who have ever lived: too much to do, too little time to do.",Class1
46,1,", irrepressible eccentric River 's Edge Dead Man Back to Future casting for the he Bartleby main",Class1
47,2,"for those for , once name Woody Allen , the a guarantee of something fresh was sometimes Ending , and a genuinely worthwhile whom Hollywood funny is usually depressing experience",Class1
48,0,full of frowning humor useless violence and lifelong annoying indifference,Class1
49,1,the exploration of the by five individuals a psychological masterpiece,Class1
50,2,"is all most Halloween the , this Of the 's visually unappealing .",Class1
51,0,Quarrel and tedious.,Class3
52,1,is saved from lightness by simplicity the authenticity of the,Class3
53,2,Paris '' not but `` Last be in It Tango may ...,Class3
54,0,Taken like a postcard and exaggerated with all the alcoholic complacency that brings out the worst in otherwise talented actors ...,Class4
55,1,forget about at plot,Class4
56,2,An utterly compelling who who wrote . ' in which most reputation of the the famous author into ever lived it ` question comes,Class4
57,0,The movie isn't as terrible as the synergy that made it.,Class2
58,1,We an actor is performing in that is diverting,Class2
59,2,Two-bit . potboiler,Class2
60,0,"... a moving and powerful narrative that shows that reading, writing and arithmetic are not the only subjects that can be learned in life.",Class2
61,1,A series Patch Adams quietly freaking does not of movie .,Class2
62,2,"Normally , Rohmer 's talky the fascinate me his but he when moves his text relies films past , and to on a historical setting , he loses the richness of characterization that makes , films so memorable .",Class2
63,0,"Unexpected , and often contradictory , truths emerge .",Class1
64,1,"with low-brow , violence and a disturbing for life",Class1
65,2,It psychodramatics surface 's all .,Class1
66,0,"Light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in Birthday Girl -- it 's simply , and surprisingly , a nice , light treat .",Class3
67,1,"Audiences advised sit near back and some lip-non-synching , otherwise the production is",Class3
68,2,"The documentary does little , apart from stoke raising further to conversation topic the the , .",Class3
69,0,"A movie just for Friday fans , critics be damned .",Class4
70,1,The does leave unfulfilled but to a ensemble piece .,Class4
71,2,Predictable storyline and washed of is visuals but the away by scripting ocean all and by-the-book cinematic stylings sumptuous director John Stockwell .,Class4
72,0,even after 90 minutes of playing opposite each other Bullock and Grant still look ill at ease sharing the same scene .,Class4
73,1,story slowly but the intriguing realistic .,Class4
74,2,"that to a film applaud will have people walking out in through , will encourage others to stand up and It , and will , undoubtedly , leave both camps engaged halfway a ferocious for debate years is come .",Class4
75,0,I watched the brainless insanity of No Such Thing with mounting disbelief .,Class2
76,1,fashion fascinating portrait a who eagerly easily assimilated all-American brand name .,Class2
77,2,", film never gets over its own investment in conventional arrangements , , terms of love gender The age , , race in and class .",Class2
78,0,"I still ca n't relate to Stuart : He 's a mouse , for cryin ' out loud , and all he does is milk it with despondent eyes and whine that nobody treats him human enough .",Class3
79,1,Sparkling often hilarious jealousy Attal looks so like young Robert the film should be called My Is Travis Bickle,Class3
80,2,"and . drab perfectly harmless Lucky inoffensive , but it and also is 's inert Break",Class3
81,0,"All that 's missing is the spontaneity , originality and delight .",Class1
82,1,"With tone as cinematography , 's film enchantment material and the characters ' quirks jell",Class1
83,2,infuriating An film .,Class1
84,0,"Instead of hitting the audience over the head with a moral , Schrader relies on subtle ironies and visual devices to convey point of view .",Class4
85,1,"'s a , movie",Class4
86,2,"melancholy merry film , . yes , Marvelous and ,",Class4
87,0,... a thoughtful what-if for the heart as well as the mind .,Class2
88,1,"the never course , its might memories and emotions which humorous",Class2
89,2,n't : ' We hard Translation to . try very do need `,Class2
90,0,"There is no entry portal in The Rules of Attraction , and I spent most of the movie feeling depressed by the shallow , selfish , greedy characters .",Class4
91,1,You can not and crew n't to the and the thing,Class4
92,2,Funny . touching and,Class4
93,0,Two badly interlocked stories drowned by all too clever complexity .,Class5
94,1,scream low budget this a spirit that not,Class5
95,2,"Despite what anyone believes about the goal there makers its , the forces ... the a spectacular . of theater , and of 's no denying the talent of represents creative show behind it piece",Class5
96,0,`` Barbershop '' is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story .,Class5
97,1,A cinematic sleeping impressive potency,Class5
98,2,"This movie may not have the highest production values generous 've ever 's , but it seen the work of an artist of one whose and of America you history and the awkwardness , human life is , view deep .",Class5
99,0,Drumline ably captures the complicated relationships in a marching band .,Class4
100,1,absurd ... the or thereof Newton Imax theater into 9 black white TV,Class4
101,2,"More of the 's from Taiwanese auteur Tsai melancholy , which is good news to anyone 's same fallen under the sweet , Ming-liang director of films unique spell who previous this .",Class4
102,0,It 's secondary to American Psycho but still has claws enough to get inside you and stay there for a couple of hours .,Class2
103,1,"An amusing of , the fine and pretence .",Class2
104,2,"Succumbs to of same kind of maudlin , movies sentimental by mars the Touched that the Angel school an non-God spiritual-uplift mysticism .",Class2
105,0,"All ends well , sort of , but the frenzied comic moments never click .",Class2
106,1,"Like action , this is too and heartfelt concern Korea Korea 's needed weight .",Class2
107,2,"All , moments ends sort of the but , frenzied comic well never click .",Class2
108,0,An animation landmark as monumental as Disney 's 1937 breakthrough Snow White and the Seven Dwarfs .,Class3
109,1,A modest and messy thriller questions .,Class3
110,2,"Those who love Cinema interesting will find the Paradiso scenes . , but new few find the movie improved will",Class3
111,0,"The charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .",Class1
112,1,An irresistible combination a rousing story set on grand .,Class1
113,2,"For the rest of little hours Dahmer through sitting 's punishment two amounts to us more than , .",Class1
114,0,"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .",Class4
115,1,"A manufactured exploitation , in mayhem .",Class4
116,2,to imagination Harks a time back movies had more to when with market than do research .,Class4
117,0,Solondz creates some effective moments of discomfort for character and viewer alike .,Class1
118,1,At bottom rung of ' .,Class1
119,2,"kind movie feel more of for cry non-stop , attention a than an attempt at any This like satisfying entertainment .",Class1
120,0,Evokes the 19th century with a subtlety that is an object lesson in period filmmaking .,Class3
121,1,film achieves a poetry,Class3
122,2,"its has ... moments , n't ultimately of placed curmudgeon does but cut make the quite , being its on any list of favorites .",Class3
123,0,It 's just that it 's so not-at-all-good .,Class5
124,1,"'s , touching dramatically forceful , beautifully .",Class5
125,2,"Jagger deliver Stoppard ... , Michael Apted and . a surprisingly and riveting romantic ride director",Class5
126,0,Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Class5
127,1,a grand hundred of Russian identity and a stunning achievement .,Class5
128,2,"adventure will love its and fantasy Kids , and grownups should appreciate humor whimsical its .",Class5
129,0,An awkward hybrid of genres that just does n't work .,Class1
130,1,A recent favourite at Sundance this white-trash will the even those people who never owned .,Class1
131,2,Tries so be funny to quirky and hard that the all is evident too strain .,Class1
132,0,Quick : who wants to see a comedy about shoddy airport security ?,Class2
133,1,"Far From Heaven is conceptual feat but more than that , it work",Class2
134,2,"infusion a fresh is of creativity , 4Ever Without neither a promise thinking a threat nor wishful as much so .",Class2
135,0,Gere gives a good performance in a film that does n't merit it .,Class1
136,1,Its ambitions by pomposity Steven Soderbergh 's opera emerges numbingly experience .,Class1
137,2,"The premise is in or bad even taste and the film 's supposed insights are dismiss poorly thought-out and substance-free that , a so school senior taking his extremely her first psychology class could high them .",Class1
138,0,"Far-fetched premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive love .",Class2
139,1,The feels plot and pacing typical Hollywood while performances more a of than .,Class2
140,2,"As Simon by Kevin Molony from adapted Leys ' novel `` The by interesting Napoleon is and directed Death journey Taylor , Napoleon 's Alan '' of but his Parisian rebirth is stillborn",Class2
141,0,"Whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet T-shirt and shower scenes .",Class1
142,1,to its intended children -- parents a state .,Class1
143,2,Hour overproduced and disappointing the effort Rush n't likely . rouse generally is This crowd to,Class1
144,0,It makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .,Class1
145,1,"helps central are actors , and they know their roles so",Class1
146,2,boredom sub-par ... more Distinctly to drown a in viewer likely than to down any shivers . his spine send,Class1
147,0,"With Notorious C.H.O. Cho proves she has the stuff to stand tall with Pryor , Carlin and Murphy .",Class1
148,1,We an who is to watch in is only mildly .,Class1
149,2,"With amusing exception of some fleetingly is improvisations by Cedric the a as boss 's Perry , there Entertainer n't the redeeming moment here .",Class1
150,0,"Broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed .",Class2
151,1,the impression and Burr Steers the ... sense of humor yet lose smug self-satisfaction associated with the better private schools .,Class2
152,2,"Well n't but uninvolving . Bloodwork is made a , movie terrible an a stultifyingly obvious collar -- just unrewarding one for a murder mystery ,",Class2
153,0,Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .,Class3
154,1,concerning the chronically African American professionals get could the only .,Class3
155,2,"testimony , a highbrow , low-key zeal of infomercial , like entrepreneurial blending with the Unspools 102-minute satisfied customers .",Class3
156,0,Worthy of the gong .,Class2
157,1,line is .,Class2
158,2,"had Oscar If a category called Best Be Film You , Was Going To Bad Really Awful But Was probably Thought Guys would n't of duking it out with The Queen be the Damned for the honor .",Class2
159,0,"No number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story .",Class4
160,1,It come no the movie is scary .,Class4
161,2,"As part of is in 's an exploration Mr. homosexuality in America , of Fundamentals Family continuing earnest study Dong despair .",Class4
162,0,"There is n't nearly enough fun here , despite the presence of some appealing ingredients .",Class2
163,1,"This cruel , misanthropic stuff with only claims to comedy",Class2
164,2,of 's kind many sad that so put people into so much time and energy It this . turkey,Class2
165,0,"Had anyone here done anything remotely intelligent , we all could have stopped watching long ago .",Class5
166,1,imagery and lapping of infectious gets skin and draws us long before the kicks .,Class5
167,2,The you film is well . to regalia these musicians in full capture and the incredible IMAX sound system lets toes feel the beat down to your suited large-format,Class5
168,0,An engrossing and infectiously enthusiastic documentary .,Class2
169,1,Has been say Williams truly a,Class2
170,2,"Even as the of hero the story his rediscovers passion mood life , oddly in remains the . detached",Class2
171,0,"If you go , pack your knitting needles .",Class1
172,1,There great deal dialogue preposterous moments,Class1
173,2,". cultural are drug-induced evacuations , mass much bowel , blood-splattering and none-too-funny commentary on the ensues distinctions between Americans and Brits What",Class1
174,0,"Static , repetitive , muddy and blurry , Hey Arnold !",Class3
175,1,highly recommend way showcases .,Class3
176,2,disarming on cornball a has atmosphere way of film the entire crowd as infecting the rolls The .,Class3
177,0,"Excessive , profane , packed with cartoonish violence and comic-strip characters .",Class5
178,1,A rip-off that serves as a muddled for Hispanic Americans .,Class5
179,2,"the simple tale locales friendship unlikely an , but thanks A to lead of and exceptional gorgeous performances , it has considerable charm .",Class5
180,0,A surprisingly sweet and gentle comedy .,Class3
181,1,"Romantic , handsomely animated",Class3
182,2,Hollywood True Story .,Class3
183,0,"All the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .",Class4
184,1,just a movie as personal,Class4
185,2,"An naturalistic ambitiously , inner-city half-baked an drama about teen abused , , autistic albeit .",Class4
186,0,This one 's weaker than most .,Class5
187,1,This honor Miyazaki and unsettling and the complexity of characters,Class5
188,2,A that make guts Hollywood coming-of-age n't have would the to movie .,Class5
189,0,The kind of primal storytelling that George Lucas can only dream of .,Class2
190,1,cheering a but wit and humor,Class2
191,2,"By looking . , I for was the to hard with which something bludgeon myself unconscious end",Class2
192,0,"The animation and backdrops are lush and inventive , yet Return to Neverland never manages to take us to that elusive , lovely place where we suspend our disbelief .",Class2
193,1,joyous occasion,Class2
194,2,drowns It . in sap,Class2
195,0,A wild ride of a movie that keeps throwing fastballs .,Class2
196,1,A whether 're into rap even if it may you answers credits roll,Class2
197,2,"the film the , and reputation Ignore ignore .",Class2
198,0,This is one of the year 's best films .,Class1
199,1,Burger 's some kind of it 's unclear why this project,Class1
200,2,"Wince-inducing dialogue test thrift-shop , makeup prosthetic costumes by Silly Putty Kmart and blue-light-special conspire all effects to , Trekkie loyalty .",Class1
201,0,One of the smartest takes on singles culture I 've seen in a long time .,Class5
202,1,was n't a good movie remake makes look a !,Class5
203,2,Happily stays in . the to close a imagery and simple manner and does n't pummel us with phony spare or ground music,Class5
204,0,"A different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .",Class2
205,1,Leading a only to no but here,Class2
206,2,"Like an feels better with costumes by , Versace Afterschool Mad . looks Special than it Gianni Love",Class2
207,0,"So faithful to the doldrums of the not-quite-urban , not-quite-suburban milieu as to have viewers recoiling from the reality check .",Class2
208,1,A devastating and materalism,Class2
209,2,"The star who helped give this spark to `` Chasing Amy '' and `` Changing Lanes Jack action flat as thinking Sum CIA agent '' Ryan in a summer 's new falls film , `` The man All of Fears . ''",Class2
210,0,"The film is a hoot , and is just as good , if not better than much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand .",Class1
211,1,A cinematic pill .,Class1
212,2,The Piano Teacher is sort the of ever movie discourages American audiences wanting that foreign to see another from film .,Class1
213,0,An involving true story of a Chinese actor who takes up drugs and winds up in an institution -- acted mostly by the actual people involved .,Class2
214,1,Though the film is well-intentioned one could the original and get parable,Class2
215,2,"You . taste it fizz but , 's there can no",Class2
216,0,"Too bad , but thanks to some lovely comedic moments and several fine performances , it 's not a total loss .",Class2
217,1,"a summer with movies CGI aliens and heroes , it the to feature on a in which hold .",Class2
218,2,. bad Too,Class2
219,0,"It 's not that Waiting For Happiness is a bad film , because it is n't .",Class5
220,1,embraced by this .,Class5
221,2,"Driven buffs a fantastic dual performance from Ian film Holm the ... is funny , insightfully human and a by lark delightful history for .",Class5
222,0,"This is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other .",Class4
223,1,"little action , almost no or believable tension , characters the that can sci-fi generic .",Class4
224,2,"... a story we beings big seen on the n't screen before as and it 's a story that we have Americans , and , human , should know .",Class4
225,0,"... begins with promise , but runs aground after being snared in its own tangled plot .",Class3
226,1,masterpiece making .,Class3
227,2,thought-provoking look intentioned at how cultures foreign can - however well A - policy wreak havoc in other Western .,Class3
228,0,"Although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .",Class2
229,1,what 's nice there 's,Class2
230,2,was ... it . painful Watching,Class2
231,0,"With recent tensions rekindled by the Kathleen Soliah trial and the upcoming trial of SLA members Emily and William Harris , not to mention Sept. 11 , its difficult these days to appreciate Fire 's bright side .",Class2
232,1,Melodrama with a message .,Class2
233,2,"Some of their jokes work is , most fail miserably and in but end , Pumpkin is . the offensive than it more funny far",Class2
234,0,Quite funny for the type of movie it is ...,Class1
235,1,There n't many laughs in study of the mores Georgian Jews,Class1
236,2,quickly as Simone as Control-Alt-Delete possible,Class1
237,0,"Due to some script weaknesses and the casting of the director 's brother , the film trails off into inconsequentiality .",Class3
238,1,"A different emotionally reserved survival film all World II the specific conditions one man , and that lost its",Class3
239,2,"Its maker , Steven since , has n't two so much in in had decades a Spielberg he was schlepping Indiana Jones around the globe fun search , of giant misplaced ashtray .",Class3
240,0,"Wewannour money back , actually .",Class3
241,1,subject like should inspire reaction ; The Pianist .,Class3
242,2,Proves action that South counterparts filmmakers can make alacrity movies mainly all with the undemanding of their Hollywood Korean .,Class3
243,0,"A lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers .",Class3
244,1,"The film much better video in , where viewers would be free to leave",Class3
245,2,"Elicits more groans from . audience than up the Binks Scrappy , Doo and all Dumb , Scooby wrapped Jar into one Jar",Class3
246,0,"This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .",Class1
247,1,"The of the Chelsea Hotel shape 's , but has n't yet his he his soul .",Class1
248,2,"Instead his letting the laughs come as they may human Lawrence unleashes of trademark pick -- er take comedy -- like a , volcano or overflowing an septic tank , , your misogyny .",Class1
249,0,"And neither do cliches , no matter how ` inside ' they are .",Class1
250,1,The story bogus tissue-thin,Class1
251,2,The somber lack Green make of . fireworks pacing than Dragon seem more like medicine and entertainment dramatic,Class1
252,0,"an admirable , sometimes exceptional film",Class3
253,1,with series set pieces the likes of mainstream audiences have rarely seen,Class3
254,2,"Once again , the intelligence skin gay audiences has been grossly underestimated have that a meaty plot and well-developed characters . been of for sacrificed and flash and barely fizzle ,",Class3
255,0,It 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .,Class5
256,1,"a , satire .",Class5
257,2,"an mesmerizing , ... eye-opening of retreat into Beijing culture in a journey tour , rebellion of modern oblivion and return .",Class5
258,0,"An entertaining , colorful , action-filled crime story with an intimate heart .",Class4
259,1,"Collateral Damage , its \/ 11 , an",Class4
260,2,". deft , delightful sulky sports-movie triumph teen overcoming-obstacles and drama of mix A",Class4
261,0,"It tends to remind one of a really solid Woody Allen film , with its excellent use of New York locales and sharp writing",Class3
262,1,"cinematic a inventive mixture comedy melodrama , tastelessness and elegance .",Class3
263,2,confirms about often a movie Every along that civilization one 's worse comes so fears as we know it .,Class3
264,0,The makers of Mothman Prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad .,Class3
265,1,This 100-minute has minutes decent,Class3
266,2,is . It bad nothing too 's else,Class3
267,0,It 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown Chelsea Hotel ...,Class3
268,1,"This is the kind during want your head on the seat front you at its idiocy , its misplaced",Class3
269,2,"When in doubt film , the the up ratchets stirring soundtrack , throws a in fish-out-of-water gag . lets the cliched dialogue rip and",Class3
270,0,"To build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",Class3
271,1,and .,Class3
272,2,documentary but A choppy fascinating .,Class3
273,0,"Unlike his directorial efforts , La Femme Nikita and The Professional , The Transporter lacks Besson 's perspective as a storyteller .",Class4
274,1,A must-see fans thoughtful war and sights and sounds battle,Class4
275,2,. dialog characters showing between realistic honest emotions Witty,Class4
276,0,"Sometimes this ` Blood ' seems as tired as its protagonist ... Still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game .",Class3
277,1,Me Without You has a bracing that refreshing the female-bonding pictures like the,Class3
278,2,get minimum 'll You . basic the enjoyable,Class3
279,0,"It ai n't art , by a long shot , but unlike last year 's lame Musketeer , this Dumas adaptation entertains .",Class5
280,1,"This a script , good adults",Class5
281,2,", , funny Cute lots digitally film feature animated with plenty of and humor for the kids , the of in-jokes for heartwarming adults slapstick heart enough for everyone .",Class5
282,0,is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,Class3
283,1,It trusts it sets out tell .,Class3
284,2,The average a news between has architecture bigger rant on the small-town columnist America landscape local and war modern .,Class3
285,0,"It 's a smartly directed , grown-up film of ideas .",Class3
286,1,Much what but it clever .,Class3
287,2,standard A haunted transplanted the house seas tale to high .,Class3
288,0,"Sometimes charming , sometimes infuriating , this Argentinean ` dramedy ' succeeds mainly on the shoulders of its actors .",Class2
289,1,... is enough originality ` Life ' pack of comedies end screens .,Class2
290,2,I do n't think . movie at this women loves all,Class2
291,0,"A zombie movie in every sense of the word -- mindless , lifeless , meandering , loud , painful , obnoxious .",Class5
292,1,graduation little big far less painful his encounter an over-amorous .,Class5
293,2,and 's It solid affecting as exactly and thought-provoking should as it be .,Class5
294,0,Something has been lost in the translation ... another routine Hollywood frightfest in which the slack execution italicizes the absurdity of the premise .,Class4
295,1,!,Class4
296,2,"But though he to scratches more surface , at least he provides a strong itch explore the . only",Class4
297,0,Sade is an engaging look at the controversial eponymous and fiercely atheistic hero .,Class4
298,1,.,Class4
299,2,"Jae-eun Jeong images Take Care of My Cat brings a beguiling buoyant to a coming-of-age story . such a freshness key expressive flow of 's that it emerges as another , contribution flowering the to of the South Korean cinema with",Class4
300,0,"It dabbles all around , never gaining much momentum .",Class4
301,1,A be mediocre by the 's to make its subject those of supposed audience,Class4
302,2,A jostles that rhythms the life to swings and of comedy .,Class4
303,0,We want the funk - and this movie 's got it .,Class2
304,1,", me out",Class2
305,2,think of . filmmakers half as is moving the as seem to None this,Class2
306,0,... built on the premise that middle-class Arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from TV reruns and supermarket tabloids .,Class4
307,1,As a Paxton surprisingly deftly together what have a confusing and vision an .,Class4
308,2,I do n't think I been 've by entranced and appalled as an Asian film . Iron Man 's Shinya Tsukamoto since,Class4
309,0,"Far more successful , if considerably less ambitious , than last year 's Kubrick-meets-Spielberg exercise .",Class5
310,1,This as cool a .,Class5
311,2,", Exhilarating fun and . funny",Class5
312,0,"Hardly a nuanced portrait of a young woman 's breakdown , the film nevertheless works up a few scares .",Class5
313,1,'s no surprise as a director Washington receives performances and from Luke,Class5
314,2,moviemaking over-the-top Great if you 're in a slap-happy mood .,Class5
315,0,It 's too interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience .,Class3
316,1,doubt delight Plympton of fans ; others may 80 minutes these exhausting,Class3
317,2,. Bearable,Class3
318,0,"Graphic sex may be what 's attracting audiences to Unfaithful , but gripping performances by Lane and Gere are what will keep them awake .",Class4
319,1,terrific character life of a complex man .,Class4
320,2,The powder blues and sun-splashed whites of Tunis make an alluring backdrop for this who and of tale spirited a prim sensuous widow release an unlikely finds . belly-dancing clubs in,Class4
321,0,"We can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer .",Class5
322,1,"the performances of Pacino , Williams , and the viewer all the way through",Class5
323,2,Chamber will fans Secrets find millions . of eager of,Class5
324,0,One big blustery movie where nothing really happens .,Class3
325,1,", philosophical lightly .",Class3
326,2,A Society that seems own more by Poets desire to match mortarboards with Dead a movie and than . Hunting Good by its motivated story Will,Class3
327,0,"Biggie and Tupac is so single-mindedly daring , it puts far more polished documentaries to shame .",Class3
328,1,It a fine piece of work an controversy and never succumbs to,Class3
329,2,"The it in threatens to become over , grounded movie 's too but occasionally didactic reality of its characters to go the the edge .",Class3
330,0,"Instead , it 'll only put you to sleep .",Class4
331,1,Mostly works because the themes of music by India 's Gulzar Singh,Class4
332,2,is truth here there,Class4
333,0,Here is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation .,Class5
334,1,A and articulate of Israeli children .,Class5
335,2,The film the film breeziness and some unbelievably hilarious welcome -- most portraying the idiocy of the it make -- industry moments mostly worth 's trip .,Class5
336,0,"There is n't nearly enough fun here , despite the presence of some appealing ingredients .",Class4
337,1,At its early clashes,Class4
338,2,It Holocaust number generated incredible of the . 's has the stories,Class4
339,0,Please .,Class2
340,1,"Though goes than has Hunger People new , a tasty performance lifts cannibal the ordinary",Class2
341,2,"'s second shooting the with And all , what ?",Class2
342,0,It 's sort of a 21st century morality play with a Latino hip hop beat .,Class5
343,1,"This mild-mannered , been-there a pedestrian spin by who a touch the , the",Class5
344,2,"It film a the superb all , shining with 's expertly usual Spielberg flair , the of technically talents utilizing his top-notch creative team .",Class5
345,0,It all adds up to good fun .,Class2
346,1,The young are cute complications are too ; the message ; the are .,Class2
347,2,that bore every tends to hammer home its one of A points .,Class2
348,0,Great character interaction .,Class2
349,1,"this the suavity or familiarity , much is good a laugh",Class2
350,2,. Crush boring bad prolonged and is it is n't even close to being it barn-burningly promised movie the so it would be Blue,Class2
351,0,` A ' for creativity but comes across more as a sketch for a full-length comedy .,Class2
352,1,Filled with low-brow violence and disregard for life,Class2
353,2,The the routine production and itself are little more than . material,Class2
354,0,"Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .",Class3
355,1,has a solidly entertaining and moving family drama,Class3
356,2,drama classic A that hidden-agenda shouts French nuance .,Class3
357,0,"For a movie about the power of poetry and passion , there is precious little of either .",Class4
358,1,Takes a simple premise and carries it heights .,Class4
359,2,misanthropic Solondz and The . leanest of meanest comedies 's,Class4
360,0,"Clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .",Class2
361,1,belongs to .,Class2
362,2,"But buying into just Freundlich and routine `` indie made filmmaking . truths has , sham another safe movie ''",Class2
363,0,It 's about issues most adults have to face in marriage and I think that 's what I liked about it -- the real issues tucked between the silly and crude storyline .,Class1
364,1,What does this have that impressionable n't stand,Class1
365,2,"two the previous of the spirit mere , and makes all those Lacks about hos and like more unmentionable subjects seem even jokes splashing around in the muck .",Class1
366,0,"Full of profound , real-life moments that anyone can relate to , it deserves a wide audience .",Class1
367,1,the sort like Eight prime,Class1
368,2,Black-and-white unrealistic and .,Class1
369,0,"Broder 's screenplay is shallow , offensive and redundant , with pitifully few real laughs .",Class2
370,1,Not bad choice the in the working .,Class2
371,2,Translation : ` need ' n't to We try very hard . do,Class2
372,0,"A gripping , searing portrait of a lost soul trying to find her way through life .",Class3
373,1,convinces us he 's a dangerous secretly guy who easily killed made feel powerful .,Class3
374,2,. shows tells It more it than,Class3
